name,brand,model,size,load_index,speed_index,fuel_index,wet_grip_index,noise_index,noise_level,class,user_rating,price,availability
BLUEWIN UHP 205/55 R16 94 H,Superia,BLUEWIN UHP,205/55 R16,94,H,,,,,,,536.31,full
EUROVIS ALPINE WH1 205/55 R16 91 T,Roadstone,EUROVIS ALPINE WH1,205/55 R16,91,T,C,C,B,69.0,Ekonomiczna,5.0,421.2,full
EUROFROST 6 205/55 R16 91 H,Gislaved,EUROFROST 6,205/55 R16,91,H,D,C,B,72.0,,5.0,511.42,full
BLUEWIN UHP 205/55 R16 94 H,Superia,BLUEWIN UHP,205/55 R16,94,H,,,,,,,536.31,full
ICE-SPIDER 205/55 R16 94 T,Windforce,ICE-SPIDER,205/55 R16,94,T,D,C,B,72.0,,,338.24,full
Wintercraft WP51 205/55 R16 91 V,Kumho,Wintercraft WP51,205/55 R16,91,V,E,C,B,70.0,Średnia,5.3,623.32,full
SP Winter Sport 4D 205/55 R16 91 H,Dunlop,SP Winter Sport 4D,205/55 R16,91,H,C,C,B,71.0,Premium,4.9,861.56,full
GitiWinter W2 205/55 R16 91 H,Giti,GitiWinter W2,205/55 R16,91,H,D,B,A,68.0,,,522.25,full
EUROVIS ALPINE WH1 205/55 R16 91 T,Roadstone,EUROVIS ALPINE WH1,205/55 R16,91,T,,,,,Ekonomiczna,5.0,389.65,full
WINTER 205/55 R16 91 T,Orium,WINTER,205/55 R16,91,T,D,C,B,72.0,,,538.31,full
Winter i*cept RS2 W452 205/55 R16 94 V,Hankook,Winter i*cept RS2 W452,205/55 R16,94,V,D,B,B,72.0,Premium,5.2,1393.4,full
Ultra Grip 8 205/55 R16 91 T,Goodyear,Ultra Grip 8,205/55 R16,91,T,D,D,B,71.0,Premium,5.2,445.13,full
CHAMPIRO WINTERPRO HP 205/55 R16 94 V,Gt radial,CHAMPIRO WINTERPRO HP,205/55 R16,94,V,D,C,B,72.0,,5.0,464.07,full
ICE BLAZER ALPINE PLUS WSL3+ 205/55 R16 94 H,Sailun,ICE BLAZER ALPINE PLUS WSL3+,205/55 R16,94,H,D,C,B,72.0,,4.4,234.99,full
EW62 205/55 R16 91 H,Evergreen,EW62,205/55 R16,91,H,,,,,,5.0,424.83,full
WINTER 205/55 R16 91 H,Taurus,WINTER,205/55 R16,91,H,D,C,B,72.0,,4.6,336.37,full
SP901 205/55 R16 94 H,Austone,SP901,205/55 R16,94,H,D,D,B,72.0,Ekonomiczna,5.1,328.77,full
Observe S944 205/55 R16 91 H,Toyo,Observe S944,205/55 R16,91,H,D,B,A,69.0,Średnia,5.0,414.1,full
Snow 205/55 R16 94 H,Riken,Snow,205/55 R16,94,H,D,C,B,72.0,,4.8,370.71,full
Winter i*cept IZ3 W636 205/55 R16 94 H,Hankook,Winter i*cept IZ3 W636,205/55 R16,94,H,C,D,B,72.0,Premium,,544.8,full
Winter i*cept RS3 W462 205/55 R16 91 H,Hankook,Winter i*cept RS3 W462,205/55 R16,91,H,C,B,B,72.0,Premium,5.3,400.56,full
Ultra Grip 8 205/55 R16 91 H,Goodyear,Ultra Grip 8,205/55 R16,91,H,C,D,B,72.0,Premium,5.2,618.31,full
EXTREMA BIEŻNIKOWANE 205/55 R16 91 H,Profil,EXTREMA BIEŻNIKOWANE,205/55 R16,91,H,,,,,,4.3,279.08,full
SNOWPOWER HP 205/55 R16 91 H,Tristar,SNOWPOWER HP,205/55 R16,91,H,,,,,,5.1,636.69,full
Wintergrip HP 205/55 R16 91 H,Lanvigator,Wintergrip HP,205/55 R16,91,H,D,C,B,72.0,,,217.53,full
Winter i*cept RS2 W452 205/55 R16 91 T,Hankook,Winter i*cept RS2 W452,205/55 R16,91,T,D,B,B,72.0,Premium,5.2,819.65,full
GOWIN UHP 205/55 R16 94 H,Fortuna,GOWIN UHP,205/55 R16,94,H,,,,,,6.0,588.22,full
Winter i*cept RS2 W452 205/55 R16 91 T,Hankook,Winter i*cept RS2 W452,205/55 R16,91,T,D,B,B,72.0,Premium,5.2,797.03,full
WINGUARD SPORT 205/55 R16 94 V,Roadstone,WINGUARD SPORT,205/55 R16,94,V,D,C,B,71.0,Ekonomiczna,5.2,436.58,full
Wintoura 205/55 R16 91 T,Davanti,Wintoura,205/55 R16,91,T,,,,,,,306.96,full
Snowtrac 5 205/55 R16 91 H,Vredestein,Snowtrac 5,205/55 R16,91,H,,,,,Premium,5.4,549.77,full
EUROFROST 6 205/55 R16 91 T,Gislaved,EUROFROST 6,205/55 R16,91,T,D,C,B,72.0,,5.0,449.33,full
EUROFROST 6 205/55 R16 94 H,Gislaved,EUROFROST 6,205/55 R16,94,H,D,C,B,72.0,,5.0,510.34,full
VikingContact 7 205/55 R16 94 T,Continental,VikingContact 7,205/55 R16,94,T,,,,,Premium,5.1,834.75,full
Green-Max Winter HP 205/55 R16 94 H,Linglong,Green-Max Winter HP,205/55 R16,94,H,D,C,B,72.0,,,326.06,full
WINTER LANDER 205/55 R16 91 H,Landsail,WINTER LANDER,205/55 R16,91,H,,,,,,1.4,305.77,full
FSR-901 205/55 R16 94 H,Fortune,FSR-901,205/55 R16,94,H,D,D,B,72.0,,5.3,231.38,full
Wintrac 205/55 R16 94 V,Vredestein,Wintrac,205/55 R16,94,V,C,B,B,70.0,Premium,5.4,511.8,full
Winter i*cept RS3 W462 205/55 R16 94 H,Hankook,Winter i*cept RS3 W462,205/55 R16,94,H,C,B,B,72.0,Premium,5.3,445.94,full
Blizzak LM001 205/55 R16 91 H,Bridgestone,Blizzak LM001,205/55 R16,91,H,D,C,B,72.0,Premium,5.3,651.21,full
Wintoura 205/55 R16 94 H,Davanti,Wintoura,205/55 R16,94,H,,,,,,,335.74,full
Wintoura 205/55 R16 91 H,Davanti,Wintoura,205/55 R16,91,H,,,,,,,326.25,full
SNOWBLAZER UHP 205/55 R16 94 H,Windforce,SNOWBLAZER UHP,205/55 R16,94,H,D,C,B,72.0,,4.5,462.72,full
Discoverer Winter 205/55 R16 91 H,Cooper,Discoverer Winter,205/55 R16,91,H,D,B,B,71.0,Średnia,5.7,565.39,full
WEATHER MASTER WSC 205/55 R16 91 T,Cooper,WEATHER MASTER WSC,205/55 R16,91,T,D,C,B,72.0,Średnia,5.3,403.11,full
WINTERPRO2 (EVO)* 205/55 R16 91 T,Gt radial,WINTERPRO2 (EVO)*,205/55 R16,91,T,D,B,B,70.0,,,369.86,full
WINTERHAWKE I 205/55 R16 91 H,ZMax,WINTERHAWKE I,205/55 R16,91,H,C,D,B,69.0,Ekonomiczna,,439.55,full
Snow Chaser 2 AW08 205/55 R16 91 H,Autogreen,Snow Chaser 2 AW08,205/55 R16,91,H,D,C,B,72.0,,,324.01,full
WINTER 205/55 R16 94 H,Orium,WINTER,205/55 R16,94,H,D,C,B,72.0,,,575.25,full
Winguard Snow'G WH2 205/55 R16 94 V,Nexen,Winguard Snow'G WH2,205/55 R16,94,V,D,C,B,70.0,Średnia,5.3,529.01,full
PREMITRA SNOW WP6 205/55 R16 94 V,Maxxis,PREMITRA SNOW WP6,205/55 R16,94,V,,,,,,4.9,429.11,full
g-Force Winter 2 205/55 R16 94 H,Bfgoodrich,g-Force Winter 2,205/55 R16,94,H,D,B,A,69.0,Średnia,5.2,508.72,full
Mozzo Winter 205/55 R16 91 V,Duraturn,Mozzo Winter,205/55 R16,91,V,,,,,,,409.95,medium
Winter Sottozero 3 205/55 R16 91 H,Pirelli,Winter Sottozero 3,205/55 R16,91,H,D,B,B,72.0,Premium,5.5,818.05,full
Eurowinter HS01 205/55 R16 91 H,Falken,Eurowinter HS01,205/55 R16,91,H,D,B,B,70.0,Średnia,5.1,694.24,full
SNOWDRAGON HP 205/55 R16 91 V,Imperial,SNOWDRAGON HP,205/55 R16,91,V,C,C,B,70.0,,2.5,319.62,full
SW608 205/55 R16 91 H,Westlake,SW608,205/55 R16,91,H,,,,,Ekonomiczna,4.9,421.89,full
TQ022 205/55 R16 91 H,Torque,TQ022,205/55 R16,91,H,,,,,,,536.64,full
SW608 205/55 R16 91 H,Westlake,SW608,205/55 R16,91,H,,,,,Ekonomiczna,4.9,362.19,full
MW31 205/55 R16 91 H,Marshal,MW31,205/55 R16,91,H,E,C,B,72.0,,,294.94,full
WinterContact TS 860 S 205/55 R16 91 H,Continental,WinterContact TS 860 S,205/55 R16,91,H,C,C,B,72.0,Premium,5.6,900.42,full
Winter Pro TS1 205/55 R16 91 H,Tourador,Winter Pro TS1,205/55 R16,91,H,C,B,B,70.0,,4.7,354.23,full
EW62 205/55 R16 94 H,Evergreen,EW62,205/55 R16,94,H,,,,,,5.0,583.67,full
SNOWMASTER W651 205/55 R16 91 H,Petlas,SNOWMASTER W651,205/55 R16,91,H,,,,,,,380.84,full
Winguard Snow'G WH2 205/55 R16 91 H,Nexen,Winguard Snow'G WH2,205/55 R16,91,H,,,,,Średnia,5.3,388.14,full
GOWIN UHP 205/55 R16 91 H,Fortuna,GOWIN UHP,205/55 R16,91,H,,,,,,6.0,287.35,full
Eurowinter HS02 205/55 R16 91 H,Falken,Eurowinter HS02,205/55 R16,91,H,C,B,A,69.0,Średnia,5.4,441.42,full
g-Force Winter 2 205/55 R16 94 V,Bfgoodrich,g-Force Winter 2,205/55 R16,94,V,D,B,A,68.0,Średnia,5.2,882.9,full
Winterhawk 4 205/55 R16 94 H,Firestone,Winterhawk 4,205/55 R16,94,H,C,B,B,71.0,Średnia,5.3,493.22,full
Winter Sport 5 205/55 R16 94 H,Dunlop,Winter Sport 5,205/55 R16,94,H,C,B,B,71.0,Premium,5.4,488.99,full
Blizzak LM005 205/55 R16 91 T,Bridgestone,Blizzak LM005,205/55 R16,91,T,C,A,B,71.0,Premium,5.5,475.88,full
Winter Sport 5 205/55 R16 94 H,Dunlop,Winter Sport 5,205/55 R16,94,H,,,,,Premium,5.4,613.35,full
Winter Sport 5 205/55 R16 94 V,Dunlop,Winter Sport 5,205/55 R16,94,V,,,,,Premium,5.4,606.06,full
Eurowinter HS01 205/55 R16 91 T,Falken,Eurowinter HS01,205/55 R16,91,T,,,,,Średnia,5.1,382.03,full
Kristall Montero 3 205/55 R16 91 T,Fulda,Kristall Montero 3,205/55 R16,91,T,,,,,Średnia,5.2,861.29,full
Winter Sport 5 205/55 R16 91 T,Dunlop,Winter Sport 5,205/55 R16,91,T,,,,,Premium,5.4,526.16,full
Kristall Montero 3 205/55 R16 91 T,Fulda,Kristall Montero 3,205/55 R16,91,T,,,,,Średnia,5.2,879.79,full
Ultra Grip Performance 2 205/55 R16 91 H,Goodyear,Ultra Grip Performance 2,205/55 R16,91,H,,,,,Premium,2.3,1019.17,full
Kristall Montero 3 205/55 R16 91 T,Fulda,Kristall Montero 3,205/55 R16,91,T,,,,,Średnia,5.2,523.97,full
Winter Sottozero Serie II 205/55 R16 94 V,Pirelli,Winter Sottozero Serie II,205/55 R16,94,V,C,C,B,72.0,Premium,5.5,1024.59,full
Alpin 6 205/55 R16 91 T,Michelin,Alpin 6,205/55 R16,91,T,C,B,A,69.0,Premium,5.7,826.82,full
Winter S 205/55 R16 94 H,Point S,Winter S,205/55 R16,94,H,C,C,B,72.0,Średnia,5.6,325.21,full
WV7 SNOW 205/55 R16 91 H,Avon,WV7 SNOW,205/55 R16,91,H,,,,,,,631.05,full
WinterContact TS 870 205/55 R16 94 V,Continental,WinterContact TS 870,205/55 R16,94,V,C,B,B,70.0,Premium,5.6,706.55,full
SV-3 205/55 R16 94 H,Nankang,SV-3,205/55 R16,94,H,,,,,,5.2,338.23,medium
SV-3 205/55 R16 94 H,Nankang,SV-3,205/55 R16,94,H,,,,,,5.2,389.71,full
BluEarth Winter V906 205/55 R16 94 H,Yokohama,BluEarth Winter V906,205/55 R16,94,H,D,B,B,71.0,Premium,5.3,379.48,full
WINTER TOURING 212 205/55 R16 91 H,Hifly,WINTER TOURING 212,205/55 R16,91,H,,,,,,4.5,263.99,full
Winterhawk 3 205/55 R16 94 V,Firestone,Winterhawk 3,205/55 R16,94,V,,,,,Średnia,4.7,1159.88,full
X-Ice Xi3 205/55 R16 94 H,Michelin,X-Ice Xi3,205/55 R16,94,H,,,,,Premium,,752.63,full
WINTERHAWK 2 EVO 205/55 R16 91 T,Firestone,WINTERHAWK 2 EVO,205/55 R16,91,T,,,,,Średnia,4.7,306.14,full
GOWIN UHP 205/55 R16 91 V,Fortuna,GOWIN UHP,205/55 R16,91,V,,,,,,6.0,309.83,full
SP Winter Sport 3D 205/55 R16 91 H,Dunlop,SP Winter Sport 3D,205/55 R16,91,H,D,C,B,72.0,Premium,4.7,563.79,medium
NF3 - BIEŻNIKOWANA 205/55 R16 91 H,King Meiler,NF3 - BIEŻNIKOWANA,205/55 R16,91,H,,,,,,,324.34,full
SPEED-GRIP5 205/55 R16 91 T,Semperit,SPEED-GRIP5,205/55 R16,91,T,C,B,B,72.0,,4.5,427.5,medium
Snow 205/55 R16 94 H,Kormoran,Snow,205/55 R16,94,H,,,,,Ekonomiczna,5.1,321.38,medium
SNOWDRAGON HP 205/55 R16 91 H,Imperial,SNOWDRAGON HP,205/55 R16,91,H,C,C,B,70.0,,2.5,309.75,medium
Snow 205/55 R16 91 T,Kormoran,Snow,205/55 R16,91,T,,,,,Ekonomiczna,5.1,321.38,medium
FROSTRACK HP 205/55 R16 91 H,Minerva,FROSTRACK HP,205/55 R16,91,H,,,,,,5.3,562.12,medium
WT200 205/55 R16 94 V,Sumitomo,WT200,205/55 R16,94,V,,,,,,5.3,305.85,medium
BLUEWIN UHP 205/55 R16 91 V,Superia,BLUEWIN UHP,205/55 R16,91,V,,,,,,,527.16,medium
Polaris 5 205/55 R16 94 H,Barum,Polaris 5,205/55 R16,94,H,C,C,B,72.0,Ekonomiczna,5.3,581.78,medium
Cinturato Winter 2 205/55 R16 91 T,Pirelli,Cinturato Winter 2,205/55 R16,91,T,C,B,A,69.0,Premium,5.6,535.0,medium
ECOZEN 205/55 R16 94 H,Infinity,ECOZEN,205/55 R16,94,H,,,,,,,453.55,medium
SNOWAYS 4 205/55 R16 94 V,Lassa,SNOWAYS 4,205/55 R16,94,V,D,B,A,69.0,,1.0,500.6,medium
Winter i*cept RS2 W452 205/55 R16 94 H,Hankook,Winter i*cept RS2 W452,205/55 R16,94,H,D,B,B,72.0,Premium,5.2,528.58,medium
VOYAGER WINTER 205/55 R16 91 H,Voyager,VOYAGER WINTER,205/55 R16,91,H,,,,,,,328.59,medium
S210 205/55 R16 94 H,Rotalla,S210,205/55 R16,94,H,C,C,B,72.0,Ekonomiczna,4.7,422.45,medium
I FIT+ 205/55 R16 91 T,Laufenn,I FIT+,205/55 R16,91,T,C,C,B,72.0,,5.4,524.68,medium
DW510 205/55 R16 91 H,Dayton,DW510,205/55 R16,91,H,,,,,,4.6,1355.7,medium
Alpin 6 205/55 R16 91 H,Michelin,Alpin 6,205/55 R16,91,H,C,B,A,69.0,Premium,5.7,1165.63,medium
Wintercraft WP52 205/55 R16 91 T,Kumho,Wintercraft WP52,205/55 R16,91,T,C,B,B,72.0,Średnia,5.1,431.43,medium
Snow 205/55 R16 91 T,Riken,Snow,205/55 R16,91,T,D,C,B,72.0,,4.8,396.42,medium
Blizzak LM005 205/55 R16 94 V,Bridgestone,Blizzak LM005,205/55 R16,94,V,C,A,B,71.0,Premium,5.5,877.56,medium
I FIT 205/55 R16 94 H,Laufenn,I FIT,205/55 R16,94,H,,,,,,4.8,2074.51,medium
WINTER 205/55 R16 91 T,Tigar,WINTER,205/55 R16,91,T,D,C,B,72.0,,5.1,5339.3,medium
Polaris 5 205/55 R16 91 H,Barum,Polaris 5,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.3,554.72,medium
Polaris 5 205/55 R16 94 V,Barum,Polaris 5,205/55 R16,94,V,C,C,B,72.0,Ekonomiczna,5.3,644.81,medium
Alpin 5 205/55 R16 91 H,Michelin,Alpin 5,205/55 R16,91,H,E,B,A,68.0,Premium,5.5,760.14,medium
WINTER 205/55 R16 94 H,Tigar,WINTER,205/55 R16,94,H,D,C,B,72.0,,5.1,502.25,medium
WINTECH 205/55 R16 91 H,Viking,WINTECH,205/55 R16,91,H,D,C,C,72.0,,5.3,519.84,medium
SW618 205/55 R16 91 H,Goodride,SW618,205/55 R16,91,H,D,E,B,72.0,Ekonomiczna,4.8,386.52,medium
NW211 205/55 R16 91 H,Sunny,NW211,205/55 R16,91,H,,,,,,5.2,369.18,medium
NW211 205/55 R16 91 H,Sunny,NW211,205/55 R16,91,H,,,,,,5.2,369.18,medium
UltraGrip Performance+ 205/55 R16 94 V,Goodyear,UltraGrip Performance+,205/55 R16,94,V,C,B,B,71.0,Premium,5.4,1205.81,medium
Wintercraft WP51 205/55 R16 91 H,Kumho,Wintercraft WP51,205/55 R16,91,H,E,C,B,70.0,Średnia,5.3,470.66,medium
FROSTRACK UHP 205/55 R16 91 H,Minerva,FROSTRACK UHP,205/55 R16,91,H,,,,,,4.5,381.91,medium
Winter S 205/55 R16 91 T,Point S,Winter S,205/55 R16,91,T,,,,,Średnia,5.6,312.9,medium
VIAMAGGIORE Z PLUS 205/55 R16 91 H,Premiorri,VIAMAGGIORE Z PLUS,205/55 R16,91,H,D,D,B,70.0,Ekonomiczna,4.3,234.99,medium
Kristall Control HP 205/55 R16 94 V,Fulda,Kristall Control HP,205/55 R16,94,V,,,,,Średnia,5.0,306.14,medium
Weather Master SA 2+ 205/55 R16 91 H,Cooper,Weather Master SA 2+,205/55 R16,91,H,,,,,Średnia,4.3,864.82,medium
I'Zen XW KW23 205/55 R16 91 H,Kumho,I'Zen XW KW23,205/55 R16,91,H,,,,,Średnia,,319.67,low
Blizzak LM001 205/55 R16 91 H,Bridgestone,Blizzak LM001,205/55 R16,91,H,C,B,B,72.0,Premium,5.3,587.41,low
SPEED-GRIP3 205/55 R16 91 H,Semperit,SPEED-GRIP3,205/55 R16,91,H,,,,,,4.8,350.78,low
Discoverer Winter 205/55 R16 94 V,Cooper,Discoverer Winter,205/55 R16,94,V,D,B,B,71.0,Średnia,5.7,563.99,low
Wintercraft WP51 205/55 R16 91 T,Kumho,Wintercraft WP51,205/55 R16,91,T,E,C,B,70.0,Średnia,5.3,336.89,low
Wintercraft WP52 205/55 R16 94 V,Kumho,Wintercraft WP52,205/55 R16,94,V,C,B,B,72.0,Średnia,5.1,580.58,low
Polaris 6 205/55 R16 94 H,Barum,Polaris 6,205/55 R16,94,H,B,C,B,72.0,Ekonomiczna,5.0,509.85,low
SNOWDRAGON UHP 205/55 R16 94 H,Imperial,SNOWDRAGON UHP,205/55 R16,94,H,C,C,B,72.0,,4.7,442.86,low
Winter i*cept evo2 W320 205/55 R16 91 H,Hankook,Winter i*cept evo2 W320,205/55 R16,91,H,,,,,Premium,5.3,995.66,last
Winter i*cept evo2 W320 205/55 R16 91 V,Hankook,Winter i*cept evo2 W320,205/55 R16,91,V,D,C,B,72.0,Premium,5.3,622.81,last
Frigo 2 205/55 R16 91 T,Dębica,Frigo 2,205/55 R16,91,T,C,C,B,71.0,Ekonomiczna,5.1,249.0,full
Winter i*cept RS3 W462 205/55 R16 91 T,Hankook,Winter i*cept RS3 W462,205/55 R16,91,T,C,B,B,72.0,Premium,5.3,322.0,full
Z507 205/55 R16 91 V,Goodride,Z507,205/55 R16,91,V,C,C,B,72.0,Ekonomiczna,5.1,239.99,full
Z507 205/55 R16 91 V,Goodride,Z507,205/55 R16,91,V,C,C,B,72.0,Ekonomiczna,5.1,289.0,full
Z507 205/55 R16 91 V,Goodride,Z507,205/55 R16,91,V,C,C,B,72.0,Ekonomiczna,5.1,289.0,full
Z507 205/55 R16 91 V,Goodride,Z507,205/55 R16,91,V,C,C,B,72.0,Ekonomiczna,5.1,223.0,full
Z507 205/55 R16 91 V,Goodride,Z507,205/55 R16,91,V,C,C,B,72.0,Ekonomiczna,5.1,239.99,last
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,full
SW608 205/55 R16 91 H,Goodride,SW608,205/55 R16,91,H,C,C,B,72.0,Ekonomiczna,5.1,249.99,medium
Z507 205/55 R16 91 V,Goodride,Z507,205/55 R16,91,V,C,C,B,72.0,Ekonomiczna,5.1,223.0,last
Snowproof 2 205/55 R16 91 H,Nokian Tyres,Snowproof 2,205/55 R16,91,H,C,B,A,69.0,Premium,5.6,369.99,full
Snowproof 2 205/55 R16 91 H,Nokian Tyres,Snowproof 2,205/55 R16,91,H,C,B,A,69.0,Premium,5.6,450.0,low
WinterExpert 205/55 R16 91 T,Uniroyal,WinterExpert,205/55 R16,91,T,C,B,B,71.0,Średnia,5.4,310.0,low
WinterExpert 205/55 R16 91 H,Uniroyal,WinterExpert,205/55 R16,91,H,C,B,B,71.0,Średnia,5.4,350.0,full
Wintercraft WP52 205/55 R16 91 H,Kumho,Wintercraft WP52,205/55 R16,91,H,C,B,B,72.0,Średnia,5.1,320.0,full
Snowproof 2 205/55 R16 94 H,Nokian Tyres,Snowproof 2,205/55 R16,94,H,B,B,A,69.0,Premium,5.6,389.0,full
Blizzak LM005 205/55 R16 91 H,Bridgestone,Blizzak LM005,205/55 R16,91,H,C,A,B,71.0,Premium,5.5,455.0,full
Blizzak LM005 205/55 R16 91 H,Bridgestone,Blizzak LM005,205/55 R16,91,H,C,A,B,71.0,Premium,5.5,455.0,low
Winter i*cept RS3 W462 205/55 R16 91 H,Hankook,Winter i*cept RS3 W462,205/55 R16,91,H,C,B,B,72.0,Premium,5.3,379.0,low
BluEarth Winter V906 205/55 R16 91 T,Yokohama,BluEarth Winter V906,205/55 R16,91,T,D,B,B,71.0,Premium,5.3,347.0,full
WinterContact TS 870 205/55 R16 91 T,Continental,WinterContact TS 870,205/55 R16,91,T,C,B,B,70.0,Premium,5.6,467.0,low
Alpin 7 205/55 R16 91 T,Michelin,Alpin 7,205/55 R16,91,T,C,B,B,71.0,Premium,5.5,460.0,full
WinterContact TS 870 205/55 R16 91 T,Continental,WinterContact TS 870,205/55 R16,91,T,C,B,B,70.0,Premium,5.6,467.0,last
Winter i*cept RS3 W462 205/55 R16 91 H,Hankook,Winter i*cept RS3 W462,205/55 R16,91,H,C,B,B,71.0,Premium,5.3,394.06,low
DIMAX WINTER 205/55 R16 94 V,Radar,DIMAX WINTER,205/55 R16,94,V,C,B,B,69.0,Ekonomiczna,,280.0,full
Eurowinter HS02 205/55 R16 94 V,Falken,Eurowinter HS02,205/55 R16,94,V,C,B,A,69.0,Średnia,5.4,372.91,last
WinterContact TS 860 S 205/55 R16 91 H,Continental,WinterContact TS 860 S,205/55 R16,91,H,C,C,B,72.0,Premium,5.6,563.72,last
Winter Sport 5 205/55 R16 94 H,Dunlop,Winter Sport 5,205/55 R16,94,H,C,B,B,71.0,Premium,5.4,451.76,last
Ultra Grip Performance 3 205/55 R16 94 V,Goodyear,Ultra Grip Performance 3,205/55 R16,94,V,C,B,B,70.0,Premium,5.5,582.16,last
Ultra Grip Performance 3 205/55 R16 94 V,Goodyear,Ultra Grip Performance 3,205/55 R16,94,V,C,B,B,70.0,Premium,5.5,582.16,last
Snowproof 2 205/55 R16 91 H,Nokian Tyres,Snowproof 2,205/55 R16,91,H,C,B,A,69.0,Premium,5.6,358.0,last
Winter i*cept RS3 W462 205/55 R16 94 V,Hankook,Winter i*cept RS3 W462,205/55 R16,94,V,C,B,B,72.0,Premium,5.3,446.21,last
Wintercraft WP52 205/55 R16 94 H,Kumho,Wintercraft WP52,205/55 R16,94,H,C,B,B,72.0,Średnia,5.1,486.27,last
Ultra Grip Performance 3 205/55 R16 91 H,Goodyear,Ultra Grip Performance 3,205/55 R16,91,H,C,B,B,70.0,Premium,5.5,493.51,last
TW401 205/55 R16 94 V,Triangle,TW401,205/55 R16,94,V,D,C,B,72.0,,,247.79,last
ESKIMO HP2 205/55 R16 94 H,Sava,ESKIMO HP2,205/55 R16,94,H,C,D,B,72.0,Ekonomiczna,5.2,459.52,last
Winter i*cept RS3 W462 205/55 R16 91 H,Hankook,Winter i*cept RS3 W462,205/55 R16,91,H,D,B,B,72.0,Premium,5.3,470.31,last
Wintercraft WP52 205/55 R16 91 H,Kumho,Wintercraft WP52,205/55 R16,91,H,C,B,B,72.0,Średnia,5.1,405.29,low
Blizzak LM001 205/55 R16 91 H,Bridgestone,Blizzak LM001,205/55 R16,91,H,D,B,B,72.0,Premium,5.3,507.31,last
Blizzak LM001 EVO 205/55 R16 91 H,Bridgestone,Blizzak LM001 EVO,205/55 R16,91,H,C,B,B,72.0,Premium,4.6,459.95,last
Observe S944 205/55 R16 94 V,Toyo,Observe S944,205/55 R16,94,V,D,B,B,71.0,Średnia,5.0,407.89,low
Winterhawk 4 205/55 R16 94 V,Firestone,Winterhawk 4,205/55 R16,94,V,C,B,B,71.0,Średnia,5.3,439.64,low
Ultra Grip Performance 3 205/55 R16 94 H,Goodyear,Ultra Grip Performance 3,205/55 R16,94,H,C,B,B,70.0,Premium,5.5,529.86,low
SP Winter Sport 4D 205/55 R16 91 H,Dunlop,SP Winter Sport 4D,205/55 R16,91,H,C,C,B,70.0,Premium,4.9,495.54,last
Blizzak LM005 DriveGuard 205/55 R16 94 V,Bridgestone,Blizzak LM005 DriveGuard,205/55 R16,94,V,C,A,B,71.0,Premium,5.2,657.04,last
WINTER HP 205/55 R16 91 T,Kelly,WINTER HP,205/55 R16,91,T,,,,,,,353.45,last
SP Winter Sport 3D 205/55 R16 91 H,Dunlop,SP Winter Sport 3D,205/55 R16,91,H,D,C,B,72.0,Premium,4.7,523.91,low
SP Winter Sport 3D 205/55 R16 91 H,Dunlop,SP Winter Sport 3D,205/55 R16,91,H,D,C,B,70.0,Premium,4.7,554.4,low
BluEarth Winter V906 205/55 R16 94 V,Yokohama,BluEarth Winter V906,205/55 R16,94,V,D,B,B,71.0,Premium,5.3,499.0,low
Wintrac 205/55 R16 94 V,Vredestein,Wintrac,205/55 R16,94,V,C,B,B,70.0,Premium,5.4,499.45,low
g-Force Winter 2 205/55 R16 91 T,Bfgoodrich,g-Force Winter 2,205/55 R16,91,T,D,B,A,69.0,Średnia,5.2,478.78,low
FROSTRACK UHP 205/55 R16 94 H,Minerva,FROSTRACK UHP,205/55 R16,94,H,,,,,,4.5,243.77,last
Winter i*cept RS3 W462 205/55 R16 91 H,Hankook,Winter i*cept RS3 W462,205/55 R16,91,H,C,B,B,72.0,Premium,5.3,377.39,last
RoyalWinter HP 205/55 R16 91 H,Royal Black,RoyalWinter HP,205/55 R16,91,H,C,D,B,72.0,,4.9,223.7,last
SNOWPOWER UHP 205/55 R16 91 H,Tristar,SNOWPOWER UHP,205/55 R16,91,H,,,,,,4.8,381.73,last
VOYAGER WINTER 205/55 R16 91 H,Voyager,VOYAGER WINTER,205/55 R16,91,H,,,,,,,300.58,last
UltraGrip 9+ 205/55 R16 94 H,Goodyear,UltraGrip 9+,205/55 R16,94,H,C,B,B,71.0,Premium,5.5,560.13,last
