name,brand,model,size,load_index,speed_index,fuel_index,wet_grip_index,noise_index,noise_level,class,user_rating,price,availability
Bridgestone Blizzak 6 205/55 R16 94 H XL,Bridgestone,Blizzak 6,205/55 R16,94,H,C,B,B,70,Premium,,533,full
Dunlop SP Winter Sport 4D 205/55 R16 91 H AO MFS,Dunlop,SP Winter Sport 4D,205/55 R16,91,H,D,C,B,70,Premium,4.4,535,full
Dunlop Winter Sport 5 205/55 R16 94 V XL,Dunlop,Winter Sport 5,205/55 R16,94,V,C,B,B,71,Premium,4.6,549,full
Continental WinterContact TS 870 205/55 R16 94 H XL,Continental,WinterContact TS 870,205/55 R16,94,H,C,B,B,70,Premium,4.8,553,full
Dunlop Winter Sport 5 205/55 R16 94 V XL,Dunlop,Winter Sport 5,205/55 R16,94,V,C,B,,70,Premium,4.6,554,full
Pirelli SottoZero Serie 3 205/55 R16 91 H RUN ON FLAT *,Pirelli,SottoZero Serie 3,205/55 R16,91,H,C,B,A,68,Premium,4.6,558,medium
Dunlop Winter Sport 5 205/55 R16 94 H XL,Dunlop,Winter Sport 5,205/55 R16,94,H,C,B,,70,Premium,4.6,560,full
Pirelli Cinturato Winter 2 205/55 R16 91 T,Pirelli,Cinturato Winter 2,205/55 R16,91,T,C,B,A,69,Premium,4.7,562,full
Dunlop SP WINTER SPORT 3D 205/55 R16 91 H *,Dunlop,SP WINTER SPORT 3D,205/55 R16,91,H,D,C,B,72,Premium,4.2,562,medium
Goodyear UG Performance G1 205/55 R16 91 H AO,Goodyear,UG Performance G1,205/55 R16,91,H,C,B,B,72,Premium,4.5,565,full
"Continental WinterContact TS 860 S 205/55 R16 91 H RUN ON FLAT , *",Continental,WinterContact TS 860 S,205/55 R16,91,H,C,C,B,72,Premium,4.6,572,medium
Continental ContiWinterContact TS830 P 205/55 R16 91 H MO,Continental,ContiWinterContact TS830 P,205/55 R16,91,H,D,C,B,72,Premium,4.4,576,full
Dunlop SP Winter Sport 4D 205/55 R16 91 H MO,Dunlop,SP Winter Sport 4D,205/55 R16,91,H,C,C,B,70,Premium,4.4,576,medium
Semperit Speed-Grip 5 205/55 R16 94 V XL,Semperit,Speed-Grip 5,205/55 R16,94,V,C,B,B,72,Średnia,4.8,579,medium
Bridgestone Blizzak LM005 205/55 R16 94 H XL,Bridgestone,Blizzak LM005,205/55 R16,94,H,C,A,B,71,Premium,4.7,582,full
BFGoodrich G-Force Winter 2 205/55 R16 91 T,BFGoodrich,G-Force Winter 2,205/55 R16,91,T,D,B,A,69,Średnia,4.4,585,full
Bridgestone Blizzak 6 205/55 R16 94 V XL,Bridgestone,Blizzak 6,205/55 R16,94,V,C,B,B,70,Premium,,593,full
Bridgestone Blizzak LM001 205/55 R16 91 H RUN ON FLAT *,Bridgestone,Blizzak LM001,205/55 R16,91,H,D,C,B,72,Premium,4.4,606,full
Dunlop SP WINTER SPORT 3D 205/55 R16 91 H RUN ON FLAT MOE,Dunlop,SP WINTER SPORT 3D,205/55 R16,91,H,D,C,B,70,Premium,4.2,629,full
Goodyear UltraGrip Performance 3 205/55 R16 94 V XL,Goodyear,UltraGrip Performance 3,205/55 R16,94,V,C,B,B,70,Premium,4.7,632,full
Pirelli Snowcontrol Serie III 205/55 R16 91 H,Pirelli,Snowcontrol Serie III,205/55 R16,91,H,D,B,B,72,Premium,4.5,638,medium
Bridgestone Blizzak LM001 205/55 R16 91 H RUN ON FLAT *,Bridgestone,Blizzak LM001,205/55 R16,91,H,C,B,B,72,Premium,4.4,649,full
Continental ContiWinterContact TS830 P 205/55 R16 91 H AO,Continental,ContiWinterContact TS830 P,205/55 R16,91,H,D,C,B,72,Premium,4.4,660,medium
Continental WinterContact TS 870 205/55 R16 94 V XL,Continental,WinterContact TS 870,205/55 R16,94,V,C,B,B,70,Premium,4.8,682,full
Viking WinTech 205/55 R16 91 T,Viking,WinTech,205/55 R16,91,T,D,C,B,72,Ekonomiczna,4.3,692,full
Michelin ALPIN 5 205/55 R16 91 H N0,Michelin,ALPIN 5,205/55 R16,91,H,D,B,A,68,Premium,4.6,695,medium
Goodyear UG Performance 2 205/55 R16 91 H RUN ON FLAT FP,Goodyear,UG Performance 2,205/55 R16,91,H,D,C,B,72,Premium,4.3,704,low
Michelin ALPIN 5 205/55 R16 91 H RUN ON FLAT,Michelin,ALPIN 5,205/55 R16,91,H,E,B,A,68,Premium,4.6,729,medium
"Goodyear UG Performance 2 205/55 R16 91 H RUN ON FLAT *, MFS",Goodyear,UG Performance 2,205/55 R16,91,H,E,C,,68,Premium,4.3,905,full
Fulda KRISTALL MONTERO 3 205/55 R16 91 T,Fulda,KRISTALL MONTERO 3,205/55 R16,91,T,C,C,,69,Średnia,4.3,906,full
