customer_id,gender,birthdate,user_agent,ip_address,campaign,order_date,pages_visited,order_id,tshirt_category,tshirt_price,tshirt_quantity,tshirt_type,tshirt_department,tshirt_colour
928388,M,1967/6/15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",80.74.249.203,True,2013-07-15,12,HTS-928388-0001,Tennis Shirt,24.0,3,Shirt,Unisex,Unknown
928388,M,1967/6/15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",80.74.249.203,True,2014-09-26,10,HTS-928388-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
928388,M,1967/6/15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",80.74.249.203,True,2015-11-04,14,HTS-928388-0004,Black T-Shirt M,19.0,4,Shirt,Man,Black
198056,M,1979/8/6,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",83.21.37.162,True,2016-07-14,16,HTS-198056-0001,White T-Shirt M,20.0,1,Shirt,Man,White
780482,M,1952/10/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",187.77.193.124,False,2016-01-30,7,HTS-780482-0002,Tennis Shirt,24.0,10,Shirt,Unisex,Unknown
780482,M,1952/10/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",187.77.193.124,False,2015-01-30,13,HTS-780482-0001,Hoodie,23.0,22,Hoodie,Unisex,Unknown
780482,M,1952/10/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",187.77.193.124,False,2017-02-01,9,HTS-780482-0003,Hoodie,23.0,8,Hoodie,Unisex,Unknown
512545,M,1965/12/3,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",89.13.56.32,False,2015-03-16,9,HTS-512545-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
690898,F,1948/6/16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",182.245.50.247,False,2013-11-20,11,HTS-690898-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
690898,F,1948/6/16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",182.245.50.247,False,2015-07-27,15,HTS-690898-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
011861,F,1876/5/24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",52.215.108.184,False,2015-08-25,5,HTS-011861-0002,Black T-Shirt F,17.5,4,Shirt,Woman,Black
011861,F,1876/5/24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",52.215.108.184,False,2014-09-29,10,HTS-011861-0001,Black T-Shirt F,17.5,3,Shirt,Woman,Black
011861,F,1876/5/24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",52.215.108.184,False,2016-09-04,7,HTS-011861-0003,Black T-Shirt F,17.5,2,Shirt,Woman,Black
4ra5nr,F,1958/10/15,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",58.126.175.215,False,2015-11-17,8,HTS-4ra5nr-0001,White T-Shirt M,20.0,3,Shirt,Man,White
4ra5nr,F,1958/10/15,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",58.126.175.215,False,2016-10-08,8,HTS-4ra5nr-0002,White T-Shirt M,20.0,2,Shirt,Man,White
074702,M,1971/6/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",99.30.79.25,True,2016-09-03,11,HTS-074702-0005,White T-Shirt M,20.0,1,Shirt,Man,White
074702,M,1971/6/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",99.30.79.25,True,2016-03-31,9,HTS-074702-0004,Tennis Shirt,24.0,2,Shirt,Unisex,Unknown
074702,M,1971/6/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",99.30.79.25,True,2014-11-25,6,HTS-074702-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
074702,M,1971/6/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",99.30.79.25,True,2017-03-22,10,HTS-074702-0006,Black T-Shirt M,19.0,1,Shirt,Man,Black
074702,M,1971/6/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",99.30.79.25,True,2014-06-09,11,HTS-074702-0001,Black T-Shirt M,19.0,3,Shirt,Man,Black
074702,M,1971/6/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",99.30.79.25,True,2015-04-17,11,HTS-074702-0003,White T-Shirt M,20.0,2,Shirt,Man,White
u75u7s,M,1969/12/26,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,158.190.64.147,False,2016-09-18,11,HTS-u75u7s-0001,White T-Shirt M,20.0,1,Shirt,Man,White
srhnx8,F,1940/6/25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,110.183.136.80,False,2016-06-25,17,HTS-srhnx8-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
681336,,1951/8/18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",166.240.90.225,False,2016-12-07,6,HTS-681336-0004,Hoodie,23.0,2,Hoodie,Unisex,Unknown
681336,,1951/8/18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",166.240.90.225,False,2015-10-24,19,HTS-681336-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
681336,,1951/8/18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",166.240.90.225,False,2014-08-06,11,HTS-681336-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
681336,,1951/8/18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",166.240.90.225,False,2016-05-16,10,HTS-681336-0003,Black T-Shirt M,19.0,2,Shirt,Man,Black
159976,M,1876/12/2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",125.14.109.41,False,2014-12-19,14,HTS-159976-0001,Hoodie,23.0,19,Hoodie,Unisex,Unknown
159976,M,1876/12/2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",125.14.109.41,False,2017-01-12,12,HTS-159976-0003,Hoodie,23.0,20,Hoodie,Unisex,Unknown
159976,M,1876/12/2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",125.14.109.41,False,2015-12-31,9,HTS-159976-0002,White T-Shirt M,20.0,10,Shirt,Man,White
st5egp,F,1975/6/23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",165.76.26.251,True,2016-01-24,14,HTS-st5egp-0001,White T-Shirt F,18.0,2,Shirt,Woman,White
st5egp,F,1975/6/23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",165.76.26.251,True,2017-01-17,9,HTS-st5egp-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
237586,F,1890/6/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",51.52.207.95,True,2014-09-05,9,HTS-237586-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
y154vr,M,1999/12/11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",176.209.228.60,False,2016-02-23,11,HTS-y154vr-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
clqngq,F,1992/12/24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",124.13.218.64,False,2015-09-23,8,HTS-clqngq-0001,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
249873,F,1944/6/28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",63.105.37.125,False,2014-12-20,11,HTS-249873-0001,White T-Shirt F,18.0,2,Shirt,Woman,White
249873,F,1944/6/28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",63.105.37.125,False,2016-11-24,14,HTS-249873-0002,White T-Shirt F,18.0,1,Shirt,Woman,White
527006,M,1951/5/6,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,126.177.153.118,False,2013-10-29,11,HTS-527006-0001,White T-Shirt M,20.0,4,Shirt,Man,White
527006,M,1951/5/6,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,126.177.153.118,False,2016-04-02,6,HTS-527006-0004,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
527006,M,1951/5/6,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,126.177.153.118,False,2014-08-15,4,HTS-527006-0002,White T-Shirt M,20.0,1,Shirt,Man,White
527006,M,1951/5/6,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,126.177.153.118,False,2015-06-14,6,HTS-527006-0003,White T-Shirt F,18.0,1,Shirt,Woman,White
pogsi5,F,1853/4/15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",95.33.21.108,False,2015-11-29,24,HTS-pogsi5-0001,White T-Shirt F,18.0,2,Shirt,Woman,White
x518qo,M,1967/10/14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",164.189.102.52,False,2016-09-13,20,HTS-x518qo-0001,White T-Shirt M,20.0,1,Shirt,Man,White
398537,F,1997/1/18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",65.44.86.175,False,2015-09-11,20,HTS-398537-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
398537,F,1997/1/18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",65.44.86.175,False,2016-06-03,8,HTS-398537-0002,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
7i24xq,F,1960/5/27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",121.64.51.37,False,2016-08-23,8,HTS-7i24xq-0001,Black T-Shirt F,17.5,2,Shirt,Woman,Black
679037,F,1999/1/7,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",140.160.22.137,False,2016-10-26,9,HTS-679037-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
856695,M,1984/12/10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",167.162.237.73,True,2016-07-24,14,HTS-856695-0002,White T-Shirt M,20.0,1,Shirt,Man,White
856695,M,1984/12/10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",167.162.237.73,True,2015-12-03,12,HTS-856695-0001,White T-Shirt M,20.0,2,Shirt,Man,White
856695,M,1984/12/10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",167.162.237.73,True,2017-03-31,11,HTS-856695-0003,Hoodie,23.0,1,Hoodie,Unisex,Unknown
1707t4,M,1953/9/9,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,65.141.142.77,True,2016-06-15,11,HTS-1707t4-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
1707t4,M,1953/9/9,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,65.141.142.77,True,2015-09-25,17,HTS-1707t4-0001,Black T-Shirt M,19.0,3,Shirt,Man,Black
1707t4,M,1953/9/9,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,65.141.142.77,True,2017-02-07,13,HTS-1707t4-0003,White T-Shirt M,20.0,4,Shirt,Man,White
0u5463,,1981/6/11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",53.233.236.76,True,2015-08-17,8,HTS-0u5463-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
0u5463,,1981/6/11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",53.233.236.76,True,2016-03-30,8,HTS-0u5463-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
0u5463,,1981/6/11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",53.233.236.76,True,2016-11-27,8,HTS-0u5463-0003,White T-Shirt M,20.0,3,Shirt,Man,White
009245,F,1958/2/4,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,144.56.175.35,True,2014-10-28,17,HTS-009245-0001,White T-Shirt F,18.0,3,Shirt,Woman,White
009245,F,1958/2/4,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,144.56.175.35,True,2015-09-09,17,HTS-009245-0002,Black T-Shirt F,17.5,1,Shirt,Woman,Black
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2014-01-14,13,HTS-486520-0002,White T-Shirt F,18.0,5,Shirt,Woman,White
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2013-07-04,14,HTS-486520-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2015-03-08,13,HTS-486520-0004,Black T-Shirt M,19.0,5,Shirt,Man,Black
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2016-11-01,5,HTS-486520-0007,White T-Shirt F,18.0,4,Shirt,Woman,White
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2014-08-24,12,HTS-486520-0003,Black T-Shirt M,19.0,3,Shirt,Man,Black
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2015-09-28,14,HTS-486520-0005,White T-Shirt M,20.0,1,Shirt,Man,White
486520,F,1961/8/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",154.24.182.49,True,2016-04-10,9,HTS-486520-0006,White T-Shirt M,20.0,4,Shirt,Man,White
621397,M,1976/7/16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,89.238.139.115,False,2013-12-14,13,HTS-621397-0001,White T-Shirt M,20.0,1,Shirt,Man,White
550064,F,1953/6/2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",51.237.176.254,False,2015-07-21,13,HTS-550064-0002,White T-Shirt M,20.0,1,Shirt,Man,White
550064,F,1953/6/2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",51.237.176.254,False,2013-08-26,19,HTS-550064-0001,White T-Shirt M,20.0,1,Shirt,Man,White
550064,F,1953/6/2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",51.237.176.254,False,2016-11-04,7,HTS-550064-0003,Black T-Shirt F,17.5,1,Shirt,Woman,Black
229282,F,1965/1/13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",98.97.40.68,True,2013-11-27,14,HTS-229282-0001,Black T-Shirt F,17.5,3,Shirt,Woman,Black
229282,F,1965/1/13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",98.97.40.68,True,2016-07-04,4,HTS-229282-0004,Black T-Shirt F,17.5,5,Shirt,Woman,Black
229282,F,1965/1/13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",98.97.40.68,True,2014-10-04,13,HTS-229282-0002,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
229282,F,1965/1/13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",98.97.40.68,True,2015-08-26,12,HTS-229282-0003,White T-Shirt M,20.0,2,Shirt,Man,White
426512,F,1870/9/11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",145.172.180.44,False,2016-01-10,5,HTS-426512-0003,White T-Shirt F,18.0,2,Shirt,Woman,White
426512,F,1870/9/11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",145.172.180.44,False,2015-01-07,15,HTS-426512-0002,White T-Shirt F,18.0,1,Shirt,Woman,White
426512,F,1870/9/11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",145.172.180.44,False,2014-01-03,17,HTS-426512-0001,Hoodie,23.0,2,Hoodie,Unisex,Unknown
009918,M,1970/3/10,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",48.233.93.171,False,2014-11-19,13,HTS-009918-0002,White T-Shirt M,20.0,1,Shirt,Man,White
009918,M,1970/3/10,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",48.233.93.171,False,2013-08-30,17,HTS-009918-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
629398,M,1946/3/30,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,73.226.149.127,False,2014-09-14,12,HTS-629398-0001,White T-Shirt M,20.0,1,Shirt,Man,White
629398,M,1946/3/30,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,73.226.149.127,False,2016-06-23,11,HTS-629398-0002,White T-Shirt F,18.0,2,Shirt,Woman,White
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2014-12-24,12,HTS-166597-0004,Hoodie,23.0,3,Hoodie,Unisex,Unknown
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2014-07-04,8,HTS-166597-0003,Hoodie,23.0,3,Hoodie,Unisex,Unknown
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2016-01-26,13,HTS-166597-0006,Hoodie,23.0,5,Hoodie,Unisex,Unknown
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2013-07-04,7,HTS-166597-0001,Black T-Shirt M,19.0,4,Shirt,Man,Black
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2015-07-15,9,HTS-166597-0005,Hoodie,23.0,3,Hoodie,Unisex,Unknown
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2016-07-28,4,HTS-166597-0007,Black T-Shirt M,19.0,4,Shirt,Man,Black
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2017-02-08,5,HTS-166597-0008,Black T-Shirt M,19.0,3,Shirt,Man,Black
166597,M,1957/7/20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",119.240.225.41,True,2013-12-19,14,HTS-166597-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
465294,,1953/2/10,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",110.16.239.205,False,2014-11-18,14,HTS-465294-0001,Black T-Shirt F,17.5,1,Shirt,Woman,Black
465294,,1953/2/10,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",110.16.239.205,False,2015-10-13,10,HTS-465294-0002,White T-Shirt M,20.0,1,Shirt,Man,White
m2kwxv,M,1949/6/26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",195.226.71.235,False,2016-10-27,10,HTS-m2kwxv-0002,Black T-Shirt M,19.0,2,Shirt,Man,Black
m2kwxv,M,1949/6/26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",195.226.71.235,False,2015-11-29,10,HTS-m2kwxv-0001,White T-Shirt M,20.0,2,Shirt,Man,White
564239,M,1970/10/24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",173.24.37.32,True,2015-09-08,12,HTS-564239-0002,Black T-Shirt M,19.0,1,Shirt,Man,Black
564239,M,1970/10/24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",173.24.37.32,True,2015-02-16,13,HTS-564239-0001,White T-Shirt M,20.0,1,Shirt,Man,White
564239,M,1970/10/24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",173.24.37.32,True,2016-04-01,13,HTS-564239-0003,White T-Shirt M,20.0,2,Shirt,Man,White
564239,M,1970/10/24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",173.24.37.32,True,2016-10-27,6,HTS-564239-0004,Hoodie,23.0,1,Hoodie,Unisex,Unknown
526385,,1976/3/5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,137.240.12.173,False,2016-07-10,13,HTS-526385-0001,Black T-Shirt F,17.5,2,Shirt,Woman,Black
608352,F,1963/8/15,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,64.63.36.147,False,2016-01-08,10,HTS-608352-0003,Black T-Shirt F,17.5,2,Shirt,Woman,Black
608352,F,1963/8/15,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,64.63.36.147,False,2014-12-27,7,HTS-608352-0002,Black T-Shirt F,17.5,1,Shirt,Woman,Black
